l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801140.SI,轻工制造,801142.SI,家居用品,851437.SI,成品家居,603610.SH,麒盛科技,20191021,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,603611.SH,诺力股份,20220729,,Y
801030.SI,基础化工,801039.SI,非金属材料Ⅱ,850523.SI,非金属材料Ⅲ,603612.SH,索通发展,20210730,,Y
801200.SI,商贸零售,801206.SI,互联网电商,852061.SI,综合电商,603613.SH,国联股份,20190718,,Y
801140.SI,轻工制造,801142.SI,家居用品,851491.SI,其他家居用品,603615.SH,茶花股份,20210730,,Y
801710.SI,建筑材料,801711.SI,水泥,857112.SI,水泥制品,603616.SH,韩建河山,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,603617.SH,君禾股份,20170620,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,603618.SH,杭电股份,20150115,,Y
801960.SI,石油石化,801962.SI,油服工程,859621.SI,油田服务,603619.SH,中曼石油,20170807,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603626.SH,科森科技,20210730,,Y
801730.SI,电力设备,801735.SI,光伏设备,857354.SI,光伏辅材,603628.SH,清源股份,20161226,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603629.SH,利通电子,20181221,,Y
801980.SI,美容护理,801982.SI,化妆品,859822.SI,品牌化妆品,603630.SH,拉芳家化,20170224,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603633.SH,徕木股份,20161107,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,603636.SH,南威软件,20210730,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857242.SI,化学工程,603637.SH,镇海股份,20170116,,Y
801890.SI,机械设备,801077.SI,工程机械,850772.SI,工程机械器件,603638.SH,艾迪精密,20210730,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,603639.SH,海利尔,20210730,,Y
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,603648.SH,畅联股份,20170828,,Y
801030.SI,基础化工,801037.SI,橡胶,850364.SI,橡胶助剂,603650.SH,彤程新材,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,603655.SH,朗博科技,20171220,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603656.SH,泰禾智能,20170310,,Y
801110.SI,家用电器,801116.SI,家电零部件Ⅱ,851161.SI,家电零部件Ⅲ,603657.SH,春光科技,20180730,,Y
801150.SI,医药生物,801153.SI,医疗器械,851534.SI,体外诊断,603658.SH,安图生物,20180713,,Y
801730.SI,电力设备,801737.SI,电池,857372.SI,电池化学品,603659.SH,璞泰来,20200724,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,603660.SH,苏州科达,20161201,,Y
801140.SI,轻工制造,801142.SI,家居用品,851437.SI,成品家居,603661.SH,恒林股份,20171108,,Y
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,603662.SH,柯力传感,20210730,,Y
801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,603663.SH,三祥新材,20210730,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851325.SI,鞋帽及其他,603665.SH,康隆达,20170224,,Y
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,603666.SH,亿嘉和,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603667.SH,五洲新春,20161017,,Y
801010.SI,农林牧渔,801014.SI,饲料,850143.SI,水产饲料,603668.SH,天马科技,20161201,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,603669.SH,灵康药业,20150126,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,603676.SH,卫信康,20170712,,Y
801110.SI,家用电器,801116.SI,家电零部件Ⅱ,851161.SI,家电零部件Ⅲ,603677.SH,奇精机械,20170119,,Y
801740.SI,国防军工,801745.SI,军工电子Ⅱ,857451.SI,军工电子Ⅲ,603678.SH,火炬电子,20210730,,Y
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,603679.SH,华体科技,20170605,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,603680.SH,今创集团,20170504,,Y
801030.SI,基础化工,801034.SI,化学制品,850137.SI,胶黏剂及胶带,603681.SH,永冠新材,20210730,,Y
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,603682.SH,锦和商管,20200408,,Y
801030.SI,基础化工,801034.SI,化学制品,850137.SI,胶黏剂及胶带,603683.SH,晶华新材,20210730,,Y
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,603685.SH,晨丰科技,20171121,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,603686.SH,福龙马,20210730,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851425.SI,纸包装,603687.SH,大胜达,20190618,,Y
801030.SI,基础化工,801039.SI,非金属材料Ⅱ,850523.SI,非金属材料Ⅲ,603688.SH,石英股份,20210730,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,603689.SH,皖天然气,20161219,,Y
801080.SI,电子,801081.SI,半导体,850818.SI,半导体设备,603690.SH,至纯科技,20210730,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,603693.SH,江苏新能,20180703,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,603696.SH,安记食品,20210730,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851281.SI,零食,603697.SH,有友食品,20210730,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603698.SH,航天工程,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603699.SH,纽威股份,20140108,,Y
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,603700.SH,宁水集团,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603701.SH,德宏股份,20160412,,Y
801080.SI,电子,801084.SI,光学光电子,850832.SI,LED,603703.SH,盛洋科技,20150413,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,603706.SH,东方环宇,20180706,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,603707.SH,健友股份,20210730,,Y
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,603708.SH,家家悦,20161201,,Y
801140.SI,轻工制造,801142.SI,家居用品,851437.SI,成品家居,603709.SH,中源家居,20180208,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851271.SI,软饮料,603711.SH,香飘飘,20171121,,Y
801740.SI,国防军工,801745.SI,军工电子Ⅱ,857451.SI,军工电子Ⅲ,603712.SH,七一二,20180212,,Y
801170.SI,交通运输,801178.SI,物流,851786.SI,仓储物流,603713.SH,密尔克卫,20180706,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,603716.SH,塞力医疗,20161031,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857251.SI,园林工程,603717.SH,天域生态,20210730,,Y
801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,603718.SH,海利生物,20150506,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851281.SI,零食,603719.SH,良品铺子,20210730,,Y
801760.SI,传媒,801766.SI,影视院线,857661.SI,影视动漫制作,603721.SH,中广天择,20170807,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603722.SH,阿科力,20220729,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603725.SH,天安新材,20190724,,Y
801110.SI,家用电器,801116.SI,家电零部件Ⅱ,851161.SI,家电零部件Ⅲ,603726.SH,朗迪集团,20160418,,Y
801960.SI,石油石化,801962.SI,油服工程,859622.SI,油气及炼化工程,603727.SH,博迈科,20161107,,Y
801730.SI,电力设备,801731.SI,电机Ⅱ,850741.SI,电机Ⅲ,603728.SH,鸣志电器,20170504,,Y
801760.SI,传媒,801765.SI,广告营销,857651.SI,营销代理,603729.SH,龙韵股份,20150109,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,603730.SH,岱美股份,20170628,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,603733.SH,仙鹤股份,20180403,,Y
801710.SI,建筑材料,801713.SI,装修建材,850618.SI,涂料,603737.SH,三棵树,20210730,,Y
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,603738.SH,泰晶科技,20160928,,Y
801030.SI,基础化工,801034.SI,化学制品,850135.SI,食品及饲料添加剂,603739.SH,蔚蓝生物,20220729,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,603755.SH,日辰股份,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,603757.SH,大元泵业,20170628,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603758.SH,秦安股份,20170504,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,603759.SH,海天股份,20210219,,Y
801880.SI,汽车,801881.SI,摩托车及其他,858812.SI,摩托车,603766.SH,隆鑫通用,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603767.SH,中马传动,20170504,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,603768.SH,常青股份,20170214,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,603773.SH,沃格光电,20180403,,Y
801880.SI,汽车,801881.SI,摩托车及其他,858812.SI,摩托车,603776.SH,永安行,20210730,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851281.SI,零食,603777.SH,来伊份,20210730,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857251.SI,园林工程,603778.SH,国晟科技,20210730,,Y
801120.SI,食品饮料,801126.SI,非白酒,851233.SI,其他酒类,603779.SH,威龙股份,20160426,,Y
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,603786.SH,科博达,20190902,,Y
801880.SI,汽车,801881.SI,摩托车及其他,858812.SI,摩托车,603787.SH,新日股份,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603788.SH,宁波高发,20140120,,Y
801890.SI,机械设备,801074.SI,专用设备,850723.SI,农用机械,603789.SH,星光农机,20150113,,Y
801030.SI,基础化工,801034.SI,化学制品,850338.SI,纺织化学制品,603790.SH,雅运股份,20180831,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,603797.SH,联泰环保,20170330,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859633.SI,其他石化,603798.SH,康普顿,20160406,,Y
801050.SI,有色金属,801056.SI,能源金属,850561.SI,钴,603799.SH,华友钴业,20210730,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603800.SH,道森股份,20151210,,Y
801140.SI,轻工制造,801142.SI,家居用品,851438.SI,定制家居,603801.SH,志邦家居,20170620,,Y
801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件,603803.SH,瑞斯康达,20170330,,Y
801730.SI,电力设备,801735.SI,光伏设备,857354.SI,光伏辅材,603806.SH,福斯特,20140106,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,603808.SH,歌力思,20150113,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603809.SH,豪能股份,20171030,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,603810.SH,丰山集团,20210730,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,603811.SH,诚意药业,20170224,,Y
801170.SI,交通运输,801178.SI,物流,851787.SI,公路货运,603813.SH,原尚股份,20170815,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,603815.SH,交建股份,20190909,,Y
801140.SI,轻工制造,801142.SI,家居用品,851437.SI,成品家居,603816.SH,顾家家居,20161012,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,603817.SH,海峡环保,20170124,,Y
801140.SI,轻工制造,801142.SI,家居用品,851437.SI,成品家居,603818.SH,曲美家居,20150113,,Y
801730.SI,电力设备,801731.SI,电机Ⅱ,850741.SI,电机Ⅲ,603819.SH,神力股份,20161107,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603822.SH,嘉澳环保,20160418,,Y
801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,603823.SH,百合花,20161212,,Y
801760.SI,传媒,801765.SI,广告营销,857651.SI,营销代理,603825.SH,华扬联众,20170726,,Y
801030.SI,基础化工,801039.SI,非金属材料Ⅱ,850523.SI,非金属材料Ⅲ,603826.SH,坤彩科技,20210730,,Y
801720.SI,建筑装饰,801722.SI,装修装饰Ⅱ,857221.SI,装修装饰Ⅲ,603828.SH,ST柯利达,20150115,,Y
801730.SI,电力设备,801738.SI,电网设备,857382.SI,配电设备,603829.SH,洛凯股份,20170925,,Y
801140.SI,轻工制造,801142.SI,家居用品,851438.SI,定制家居,603833.SH,欧派家居,20170310,,Y
801170.SI,交通运输,801178.SI,物流,851785.SI,跨境物流,603836.SH,海程邦达,20210512,,Y
801140.SI,轻工制造,801142.SI,家居用品,851491.SI,其他家居用品,603838.SH,四通股份,20150119,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,603839.SH,安正时尚,20170119,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,603843.SH,正平股份,20160804,,Y
801140.SI,轻工制造,801142.SI,家居用品,851437.SI,成品家居,603848.SH,好太太,20171121,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603855.SH,华荣股份,20170504,,Y
801710.SI,建筑材料,801713.SI,装修建材,850616.SI,管材,603856.SH,东宏股份,20171030,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,603858.SH,步长制药,20161107,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,603859.SH,能科科技,20220729,,Y
801720.SI,建筑装饰,801726.SI,工程咨询服务Ⅱ,857261.SI,工程咨询服务Ⅲ,603860.SH,中公高科,20170726,,Y
801730.SI,电力设备,801738.SI,电网设备,857382.SI,配电设备,603861.SH,白云电器,20160322,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,603863.SH,松炀资源,20190520,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851282.SI,烘焙食品,603866.SH,桃李面包,20210730,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603867.SH,新化股份,20190614,,Y
801110.SI,家用电器,801113.SI,小家电,851133.SI,个护小家电,603868.SH,飞科电器,20160418,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,603869.SH,ST智知,20210730,,Y
801170.SI,交通运输,801178.SI,物流,851785.SI,跨境物流,603871.SH,嘉友国际,20180129,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,603876.SH,鼎胜新材,20180403,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,603877.SH,太平鸟,20161226,,Y
801040.SI,钢铁,801044.SI,普钢,850443.SI,钢铁管材,603878.SH,武进不锈,20161201,,Y
801030.SI,基础化工,801036.SI,塑料,850354.SI,合成树脂,603879.SH,ST永悦,20210730,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,603880.SH,南卫股份,20170726,,Y
801770.SI,通信,801223.SI,通信服务,852214.SI,通信应用增值服务,603881.SH,数据港,20230704,,Y
801150.SI,医药生物,801156.SI,医疗服务,851562.SI,诊断服务,603882.SH,金域医学,20170828,,Y
801150.SI,医药生物,801154.SI,医药商业,851543.SI,线下药店,603883.SH,老百姓,20150113,,Y
801170.SI,交通运输,801991.SI,航空机场,851741.SI,航空运输,603885.SH,吉祥航空,20210730,,Y
801120.SI,食品饮料,801128.SI,休闲食品,851282.SI,烘焙食品,603886.SH,元祖股份,20210730,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,603887.SH,城地香江,20210730,,Y
801760.SI,传媒,801767.SI,数字媒体,857674.SI,门户网站,603888.SH,新华网,20161017,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851316.SI,其他纺织,603889.SH,新澳股份,20140120,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,603890.SH,春秋电子,20171208,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,603893.SH,瑞芯微,20200114,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603895.SH,天永智能,20180122,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,603896.SH,寿仙谷,20170504,,Y
801730.SI,电力设备,801738.SI,电网设备,857344.SI,线缆部件及其他,603897.SH,长城科技,20180403,,Y
801140.SI,轻工制造,801142.SI,家居用品,851438.SI,定制家居,603898.SH,好莱客,20150115,,Y
801140.SI,轻工制造,801145.SI,文娱用品,851451.SI,文化用品,603899.SH,晨光股份,20150115,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,603900.SH,莱绅通灵,20210730,,Y
801890.SI,机械设备,801074.SI,专用设备,850726.SI,印刷包装机械,603901.SH,永创智能,20150526,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,603903.SH,中持股份,20170224,,Y
801730.SI,电力设备,801737.SI,电池,857372.SI,电池化学品,603906.SH,龙蟠科技,20230915,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851325.SI,鞋帽及其他,603908.SH,牧高笛,20170224,,Y
801720.SI,建筑装饰,801726.SI,工程咨询服务Ⅱ,857261.SI,工程咨询服务Ⅲ,603909.SH,建发合诚,20160624,,Y
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,603912.SH,佳力图,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603915.SH,国茂股份,20190529,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603916.SH,苏博特,20171108,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,603917.SH,合力科技,20171121,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,603918.SH,金桥信息,20210730,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,603919.SH,金徽酒,20160304,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,603920.SH,世运电路,20170419,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,603922.SH,金鸿顺,20170907,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603926.SH,铁流股份,20170330,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,603927.SH,中科软,20190822,,Y
801030.SI,基础化工,801036.SI,塑料,850354.SI,合成树脂,603928.SH,兴业股份,20210730,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857244.SI,其他专业工程,603929.SH,亚翔集成,20161213,,Y
801080.SI,电子,801086.SI,电子化学品Ⅱ,850861.SI,电子化学品Ⅲ,603931.SH,格林达,20210730,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,603933.SH,睿能科技,20170620,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,603936.SH,博敏电子,20151209,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,603937.SH,丽岛新材,20210730,,Y
801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,603938.SH,三孚股份,20220729,,Y
801150.SI,医药生物,801154.SI,医药商业,851543.SI,线下药店,603939.SH,益丰药房,20150115,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603948.SH,建业股份,20200217,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603949.SH,雪龙集团,20200122,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603950.SH,长源东谷,20200416,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857251.SI,园林工程,603955.SH,大千生态,20210730,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603956.SH,威派格,20190218,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851325.SI,鞋帽及其他,603958.SH,哈森股份,20160624,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857242.SI,化学工程,603959.SH,ST百利,20160509,,Y
801890.SI,机械设备,801078.SI,自动化设备,850784.SI,其他自动化设备,603960.SH,克来机电,20210730,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,603963.SH,*ST大药,20170907,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603966.SH,法兰泰克,20170116,,Y
801170.SI,交通运输,801178.SI,物流,851785.SI,跨境物流,603967.SH,中创物流,20190326,,Y
801030.SI,基础化工,801034.SI,化学制品,850135.SI,食品及饲料添加剂,603968.SH,醋化股份,20210730,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603969.SH,银龙股份,20210730,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,603970.SH,中农立华,20210730,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,603976.SH,正川股份,20170807,,Y
801030.SI,基础化工,801034.SI,化学制品,850337.SI,民爆制品,603977.SH,国泰集团,20180713,,Y
801050.SI,有色金属,801051.SI,金属新材料,850521.SI,其他金属新材料,603978.SH,深圳新星,20170807,,Y
801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,603979.SH,金诚信,20231013,,Y
801030.SI,基础化工,801034.SI,化学制品,850338.SI,纺织化学制品,603980.SH,吉华集团,20170605,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,603982.SH,泉峰汽车,20190415,,Y
801980.SI,美容护理,801982.SI,化妆品,859822.SI,品牌化妆品,603983.SH,丸美股份,20190618,,Y
801730.SI,电力设备,801736.SI,风电设备,857362.SI,风电零部件,603985.SH,恒润股份,20220729,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,603986.SH,兆易创新,20160804,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,603987.SH,康德莱,20161107,,Y
801730.SI,电力设备,801731.SI,电机Ⅱ,850741.SI,电机Ⅲ,603988.SH,中电电机,20140124,,Y
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,603989.SH,艾华集团,20150106,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,603990.SH,麦迪科技,20161201,,Y
801030.SI,基础化工,801036.SI,塑料,850351.SI,其他塑料制品,603991.SH,至正股份,20170224,,Y
801140.SI,轻工制造,801142.SI,家居用品,851439.SI,卫浴制品,603992.SH,松霖科技,20190808,,Y
801050.SI,有色金属,801054.SI,小金属,850545.SI,钼,603993.SH,洛阳钼业,20210730,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,603995.SH,甬金股份,20210730,,Y
801080.SI,电子,801085.SI,消费电子,850853.SI,品牌消费电子,603996.SH,退市中新(退市),20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,603997.SH,继峰股份,20150115,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,603998.SH,方盛制药,20140127,,Y
801760.SI,传媒,801769.SI,出版,857692.SI,大众出版,603999.SH,读者传媒,20151210,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,605001.SH,威奥股份,20200506,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851326.SI,家纺,605003.SH,众望布艺,20200731,,Y
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,605005.SH,合兴股份,20210104,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857122.SI,玻纤制造,605006.SH,山东玻纤,20200817,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,605007.SH,五洲特纸,20201026,,Y
801030.SI,基础化工,801036.SI,塑料,850351.SI,其他塑料制品,605008.SH,长鸿高科,20200807,,Y
801980.SI,美容护理,801981.SI,个护用品,859811.SI,生活用纸,605009.SH,豪悦护理,20200831,,Y
801160.SI,公用事业,801161.SI,电力,851614.SI,热力服务,605011.SH,杭州热电,20210615,,Y
801030.SI,基础化工,801034.SI,化学制品,850135.SI,食品及饲料添加剂,605016.SH,百龙创园,20210730,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,605018.SH,长华集团,20200914,,Y
801030.SI,基础化工,801034.SI,化学制品,850382.SI,氟化工,605020.SH,永和股份,20210630,,Y
801160.SI,公用事业,801161.SI,电力,851614.SI,热力服务,605028.SH,世茂能源,20210607,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,605033.SH,美邦股份,20210827,,Y
801170.SI,交通运输,801178.SI,物流,851782.SI,原材料供应链服务,605050.SH,福然德,20200904,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851314.SI,印染,605055.SH,迎丰股份,20210129,,Y
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,605056.SH,咸亨国际,20210730,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,605058.SH,澳弘电子,20200924,,Y
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,605060.SH,联德股份,20210205,,Y
801730.SI,电力设备,801738.SI,电网设备,857382.SI,配电设备,605066.SH,天正电气,20200727,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,605068.SH,明新旭腾,20201110,,Y
801970.SI,环保,801971.SI,环境治理,859714.SI,综合环境治理,605069.SH,正和生态,20210806,,Y
801030.SI,基础化工,801034.SI,化学制品,850135.SI,食品及饲料添加剂,605077.SH,华康股份,20210730,,Y
801140.SI,轻工制造,801145.SI,文娱用品,851452.SI,娱乐用品,605080.SH,浙江自然,20210730,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,605081.SH,太和水,20210730,,Y
801030.SI,基础化工,801039.SI,非金属材料Ⅱ,850523.SI,非金属材料Ⅲ,605086.SH,龙高股份,20210312,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,605088.SH,冠盛股份,20200713,,Y
801120.SI,食品饮料,801124.SI,食品加工,851246.SI,预加工食品,605089.SH,味知香,20210730,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,605090.SH,九丰能源,20210510,,Y
801210.SI,社会服务,801994.SI,教育,859852.SI,培训教育,605098.SH,行动教育,20210730,,Y
801140.SI,轻工制造,801142.SI,家居用品,851491.SI,其他家居用品,605099.SH,共创草坪,20200914,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,605100.SH,华丰股份,20200722,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852141.SI,餐饮,605108.SH,同庆楼,20210730,,Y
